id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
60314,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,76500,3.875,0.658,2772.36,360.0,no,no,no,148000.0,sb,primary residence,1u,1860.0,crif,501,cib,25-34,to_inst,51.68918919,south,0,34.0,Low,Poor
165133,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,236500,3.99,0.3858,2555.5550000000003,300.0,yes,no,no,418000.0,sb,primary residence,1u,1740.0,equifax,589,exp,25-34,to_inst,75.11160714,south,1,39.0,Moderate,Poor
25076,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,96500,4.625,0.8361,2054.53,360.0,no,no,no,138000.0,sb,primary residence,1u,3180.0,cibil,812,exp,55-64,to_inst,69.92753623,north,0,46.0,Moderate,Excellent
89499,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,466500,3.75,0.8524,7695.81,240.0,no,no,no,688000.0,sb,primary residence,1u,12840.0,crif,660,exp,45-54,not_inst,67.80523256,north,0,20.0,Moderate,Good
56480,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,376500,3.75,-0.3466,469.9,360.0,no,no,no,428000.0,sb,primary residence,1u,5820.0,experian,520,exp,65-74,to_inst,87.96728972,south,0,39.0,High,Poor
70235,2019,conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,346500,3.5,0.5855,6859.5,360.0,no,no,no,428000.0,sb,primary residence,1u,12720.0,cibil,508,exp,45-54,to_inst,80.95794393,south,0,37.0,High,Poor
143489,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,176500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,178000.0,sb,primary residence,1u,5820.0,experian,577,cib,45-54,to_inst,99.15730337,south,1,39.0,Very High,Poor
102950,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,146500,3.99,0.3858,2555.5550000000003,240.0,no,no,no,418000.0,sb,primary residence,1u,3540.0,equifax,519,exp,25-34,to_inst,75.11160714,north,1,39.0,Moderate,Poor
159831,2019,conforming loan,female,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,266500,3.875,0.7788,1920.0,180.0,no,no,no,428000.0,sb,primary residence,1u,6720.0,cibil,567,cib,45-54,to_inst,62.26635514,north,0,22.0,Moderate,Poor
27395,2019,conforming loan,joint,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,316500,3.625,0.5167,12206.75,360.0,no,no,no,318000.0,sb,primary residence,1u,6840.0,cibil,605,exp,45-54,to_inst,99.52830189,north,0,43.0,Very High,Fair
61918,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,556500,3.99,0.2237,5397.5,360.0,no,no,no,878000.0,sb,primary residence,1u,11100.0,cibil,884,cib,45-54,to_inst,63.38268793,south,0,36.0,Moderate,Excellent
120112,2019,conforming loan,sex not available,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,326500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,6000.0,equifax,632,exp,35-44,to_inst,75.11160714,south,1,39.0,Moderate,Fair
53468,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,436500,3.99,0.2627,823.8,360.0,no,no,no,978000.0,sb,primary residence,1u,13200.0,cibil,754,exp,65-74,not_inst,44.63190184,north,0,29.0,Low,Excellent
147082,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,316500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,8760.0,equifax,703,exp,25-34,not_inst,75.11160714,north,1,39.0,Moderate,Very Good
34472,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,476500,4.375,0.587,0.0,360.0,no,no,no,638000.0,sb,primary residence,1u,7080.0,experian,858,exp,45-54,not_inst,74.68652038,central,0,45.0,Moderate,Excellent
42463,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,396500,3.125,0.113,2275.0,180.0,no,no,no,638000.0,sb,primary residence,1u,10260.0,crif,578,exp,35-44,to_inst,62.14733542,south,0,38.0,Moderate,Poor
61411,2019,conforming loan,sex not available,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,156500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,3780.0,equifax,692,exp,55-64,to_inst,75.11160714,south,1,39.0,Moderate,Good
45273,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,324.0,no,no,yes,358000.0,sb,primary residence,1u,3480.0,experian,555,exp,65-74,to_inst,68.8547486,north,1,57.0,Moderate,Poor
54242,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,516500,3.99,0.2737,0.0,360.0,no,no,no,688000.0,sb,secondary residence,1u,20460.0,cibil,845,exp,45-54,not_inst,75.07267442,south,0,39.0,Moderate,Excellent
85257,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,346500,3.5,0.56,2445.0,180.0,no,no,no,698000.0,sb,primary residence,1u,17820.0,crif,868,exp,55-64,not_inst,49.64183381,south,0,10.0,Low,Excellent
31875,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,576500,3.99,-0.0052,8000.0,360.0,no,no,no,968000.0,sb,primary residence,1u,13260.0,cibil,671,cib,45-54,not_inst,59.55578512,south,0,30.0,Low,Good
36736,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,466500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5820.0,equifax,646,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Fair
75200,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,556500,3.625,-0.0786,4595.4,360.0,no,no,no,648000.0,sb,primary residence,1u,17940.0,crif,604,exp,55-64,not_inst,85.87962963,south,0,25.0,High,Fair
134496,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,medium creditworthy,no open credit,personal use,726500,4.5,0.118,0.0,360.0,no,no,no,1148000.0,sb,primary residence,1u,12180.0,cibil,769,exp,45-54,not_inst,63.28397213,south,0,43.0,Moderate,Excellent
76891,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,276500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,6000.0,equifax,798,exp,65-74,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
165396,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,386500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,418000.0,sb,primary residence,1u,6060.0,equifax,873,exp,45-54,not_inst,75.11160714,south,1,39.0,Moderate,Excellent
83693,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,236500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,298000.0,sb,primary residence,1u,3000.0,cibil,721,cib,35-44,to_inst,79.36241611,south,1,39.0,Moderate,Very Good
143678,2019,non-conforming loan,sex not available,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,256500,4.25,0.3858,1257.0,324.0,yes,no,no,268000.0,sb,primary residence,1u,5820.0,equifax,770,exp,45-54,to_inst,95.70895522,south,1,39.0,Very High,Excellent
130744,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,206500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,228000.0,sb,primary residence,1u,4140.0,experian,812,cib,35-44,to_inst,90.57017544,north,1,36.0,Very High,Excellent
58030,2019,conforming loan,joint,pre-approved,commercial loan,business purpose,high creditworthy,no open credit,personal use,476500,2.875,-0.8534,3562.14,360.0,no,no,no,698000.0,sb,primary residence,1u,5820.0,experian,616,exp,45-54,not_inst,68.26647564,north,0,39.0,Moderate,Fair
62218,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,306500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,418000.0,sb,primary residence,1u,9060.0,equifax,746,exp,55-64,not_inst,75.11160714,south,1,39.0,Moderate,Very Good
95958,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,126500,4.25,1.0821,2799.0,180.0,no,no,no,288000.0,sb,ir,1u,6660.0,crif,658,exp,55-64,not_inst,43.92361111,north,0,47.0,Low,Good
127537,2019,conforming loan,female,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,136500,2.99,-0.5128,2758.72,360.0,no,no,no,158000.0,sb,primary residence,1u,5820.0,experian,627,cib,55-64,to_inst,86.39240506,north,0,39.0,High,Fair
116093,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,286500,3.99,0.3071,3350.0,360.0,yes,yes,no,358000.0,sb,primary residence,1u,4740.0,experian,704,cib,55-64,to_inst,80.02793296,north-east,0,45.0,High,Very Good
47254,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,136500,3.99,0.6503,3823.5,360.0,no,no,no,208000.0,sb,primary residence,1u,3120.0,cibil,821,exp,55-64,to_inst,65.625,south,0,21.0,Moderate,Excellent
56118,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,176500,4.25,1.165,0.0,360.0,no,no,no,208000.0,sb,primary residence,1u,5820.0,experian,685,exp,35-44,to_inst,84.85576923,south,0,39.0,High,Good
96742,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,686500,4.75,0.966,1940.0,360.0,no,no,no,858000.0,sb,primary residence,1u,18540.0,experian,620,cib,35-44,not_inst,80.01165501,north,0,36.0,High,Fair
118735,2019,conforming loan,joint,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,316500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,298000.0,sb,primary residence,1u,7020.0,cibil,609,exp,25-34,to_inst,106.2080537,south,1,51.0,Very High,Fair
114177,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,326500,3.99,1.0775,6050.0,240.0,no,no,no,438000.0,sb,primary residence,1u,10020.0,experian,675,exp,45-54,to_inst,74.543379,south,0,31.0,Moderate,Good
38535,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,216500,3.99,0.369,5038.75,360.0,no,no,no,428000.0,sb,primary residence,1u,12000.0,crif,685,cib,55-64,to_inst,50.58411215,south,0,16.0,Low,Good
97694,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,296500,3.99,0.6196,10052.75,360.0,no,no,no,368000.0,sb,primary residence,1u,4680.0,cibil,897,cib,65-74,to_inst,80.57065217,north,0,41.0,High,Excellent
95751,2019,conforming loan,joint,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,476500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,908000.0,sb,primary residence,1u,12540.0,cibil,640,exp,45-54,to_inst,52.47797357,north,1,18.0,Low,Fair
106576,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,106500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,128000.0,sb,primary residence,1u,3540.0,experian,828,cib,25-34,to_inst,83.203125,south,1,21.0,High,Excellent
158135,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,166500,3.75,0.3993,4392.04,180.0,yes,no,no,328000.0,sb,primary residence,1u,4680.0,experian,866,exp,45-54,to_inst,50.76219512,south,0,29.0,Low,Excellent
35202,2019,conforming loan,female,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,86500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,128000.0,sb,primary residence,1u,1020.0,cibil,712,cib,65-74,to_inst,67.578125,north,1,43.0,Moderate,Very Good
150653,2019,non-conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,236500,4.375,0.9744,4744.05,360.0,no,no,no,338000.0,sb,primary residence,1u,3960.0,experian,514,cib,35-44,to_inst,69.9704142,north,0,37.0,Moderate,Poor
148036,2019,conforming loan,male,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,106500,3.875,1.2571,2750.0,180.0,no,no,no,218000.0,sb,primary residence,1u,15660.0,crif,558,cib,55-64,to_inst,48.85321101,north,0,15.0,Low,Poor
91254,2019,non-conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,716500,3.125,-0.1579,12868.75,360.0,no,no,no,1108000.0,sb,primary residence,1u,10140.0,experian,849,exp,55-64,to_inst,64.66606498,south,0,37.0,Moderate,Excellent
52779,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,386500,4.375,0.2987,0.0,360.0,no,no,no,558000.0,sb,primary residence,1u,5100.0,experian,813,exp,25-34,not_inst,69.26523297,south,0,39.0,Moderate,Excellent
47240,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,576500,3.0,-0.4124,99.5,360.0,no,no,no,1708000.0,sb,primary residence,1u,13800.0,crif,732,exp,55-64,to_inst,33.7529274,north,0,37.0,Low,Very Good
88929,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,476500,2.25,-0.4478,882.5,360.0,no,no,no,1728000.0,sb,primary residence,1u,131940.0,crif,741,cib,45-54,to_inst,27.57523148,north,0,13.0,Low,Very Good
128993,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,356500,4.375,0.2839,0.0,360.0,no,no,no,428000.0,sb,primary residence,1u,3900.0,experian,554,cib,25-34,not_inst,83.29439252,north,0,48.0,High,Poor
132570,2019,non-conforming loan,female,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,226500,3.25,0.2236,8567.41,180.0,no,no,no,308000.0,sb,primary residence,1u,3720.0,cibil,825,cib,45-54,to_inst,73.53896104,south,0,40.0,Moderate,Excellent
76455,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,396500,4.75,0.4314,5587.5,360.0,no,no,no,498000.0,sb,primary residence,1u,3660.0,cibil,835,exp,35-44,to_inst,79.6184739,south,0,49.0,Moderate,Excellent
68523,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,136500,3.99,0.3858,2555.5550000000003,180.0,no,no,yes,158000.0,sb,primary residence,1u,4740.0,experian,855,exp,55-64,to_inst,86.39240506,south,1,42.0,High,Excellent
42414,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,236500,3.99,1.1364,7125.0,240.0,no,no,no,308000.0,sb,primary residence,1u,9300.0,experian,817,exp,25-34,to_inst,76.78571429,north,0,33.0,Moderate,Excellent
151406,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,406500,3.5,0.4015,1011.29,360.0,no,no,no,498000.0,sb,primary residence,1u,9240.0,crif,804,cib,45-54,not_inst,81.62650602,north,0,29.0,High,Excellent
74927,2019,conforming loan,male,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,46500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,48000.0,sb,primary residence,1u,3540.0,experian,802,cib,45-54,to_inst,96.875,north,1,30.0,Very High,Excellent
52163,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,306500,5.125,0.8475,7037.5,360.0,no,no,no,438000.0,sb,primary residence,1u,15180.0,cibil,733,exp,55-64,to_inst,69.97716895,north,0,36.0,Moderate,Very Good
143990,2019,conforming loan,joint,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,486500,3.875,1.02,0.0,360.0,no,yes,no,498000.0,sb,primary residence,1u,5820.0,cibil,784,exp,35-44,not_inst,97.69076305,south,0,61.0,Very High,Excellent
87567,2019,conforming loan,sex not available,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,276500,4.75,1.1383,2525.96,360.0,no,no,no,348000.0,sb,primary residence,1u,4320.0,crif,777,cib,25-34,to_inst,79.45402299,south,0,60.0,Moderate,Excellent
